function_id,status,severity,as_of,excel_builds_judged,rows_judged,rows_agree,worst_ulp,exact_domain_note,kernel_story_ref,blocked_by,evidence_refs
FUNC.SECH,consistent,,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),40,40,0,"July numeric_drift_open via BUG-FUNC-027; stream status open; conflict: July map said divergent, stock take says consistent; stock take wins",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-027;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.SECOND,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SEQUENCE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SERIESSUM,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SHEET,unverified,,,,,,,July harness_pending: sheet-identity host context: OxCalc integration lane,,harness:workbook,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.SHEETS,unverified,,,,,,,July harness_pending: workbook/sheet host context: OxCalc integration lane,,harness:workbook,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.SIGN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SIN,consistent,,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),1020,1020,0,"July numeric_drift_open via BUG-FUNC-027; stream status open; conflict: July map said divergent, stock take says consistent; stock take wins; held-out fFSIN; trig reduction G4-01 5425/5425; characterized-candidate",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-027;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.SINH,consistent,,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),37,37,0,"July numeric_drift_open via BUG-FUNC-027; stream status open; conflict: July map said divergent, stock take says consistent; stock take wins",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-027;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.SKEW,divergent,last_bit,2026-09-24,20430,1504,1060,3,"W111-5 fresh corpus 2026-09-24 on build 20430 (smart-fuzzer/tools/w111/gen_w111_5_batches.py seed 20260924): 1060/1504, misses {'last_bit': 444}; was unverified; earlier: July numeric_drift_open via BUG-FUNC-021; stream status open; conflict: July map said divergent, stock take says unverified; stock take wins; 0% in runs, untriaged: check the array route before calling it Divergent (W111-5)",,,docs/function-lane/evidence/w111-5-20260924/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.SKEW.P,divergent,unmeasured,2026-05-04,pre-20430 (20026..20326; per-row build in evidence),,,,July numeric_drift_open via BUG-FUNC-021; stream status open,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021
FUNC.SLN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SLOPE,consistent,,2026-07-12,pre-20430 (20026..20326; per-row build in evidence),4,4,0,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); small corpus",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.SMALL,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SORT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SORTBY,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SQRT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SQRTPI,consistent,,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),,,,"July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off; pow(n*pi, 0.5) landed",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.STANDARDIZE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.STDEV,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.STDEV.P,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.STDEV.S,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.STDEVA,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.STDEVP,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.STDEVPA,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.STEYX,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SUBSTITUTE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SUBTOTAL,unverified,,,,,,,July harness_pending: AggregateReferenceContext host info: OxCalc integration lane,,harness:workbook,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.SUM,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SUMIF,unverified,,,,,,,July structural_bug_open via BUG-FUNC-004; streams now validated_local (fix not re-judged live): re-judge in W111-6,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-004
FUNC.SUMIFS,unverified,,,,,,,July structural_bug_open via BUG-FUNC-004; streams now validated_local (fix not re-judged live): re-judge in W111-6,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-004
FUNC.SUMPRODUCT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SUMSQ,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SUMX2MY2,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SUMX2PY2,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SUMXMY2,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SWITCH,unverified,,,,,,,"July structural_bug_open via BUG-FUNC-004,BUG-FUNC-018; streams now validated_local (fix not re-judged live): re-judge in W111-6",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-004;BUG_STREAM_REGISTER:BUG-FUNC-018
FUNC.SYD,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.T,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.T.DIST,divergent,numeric,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),,,9,July numeric_drift_open via BUG-FUNC-021; stream status open; df=1 and df=2 PDFs exact; CDFs 46/75 (df=2); earlier scores invalid (broken COM ULP helper),,wall:bgrat,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.T.DIST.2T,divergent,numeric,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),,,9,"July numeric_drift_open via BUG-FUNC-021; stream status open; T.DIST.2T(1,1) 9 ULP",,wall:bgrat,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.T.DIST.RT,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),,,,July numeric_drift_open via BUG-FUNC-021; stream status open; CDF family,,wall:bgrat,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.T.INV,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),,,,July numeric_drift_open via BUG-FUNC-021; stream status open; blocked on BETA.INV last bit; code comment 135/135 treated as unverified,,wall:bgrat,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.T.INV.2T,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),,,,July numeric_drift_open via BUG-FUNC-021; stream status open; df=1 9/9 exact; df>=2 blocked on BETA.INV,,wall:bgrat,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.T.TEST,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TAKE,unverified,,,,,,,July structural_bug_open via BUG-FUNC-026; streams now handed_off (fix not re-judged live): re-judge in W111-6,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-026
FUNC.TAN,consistent,,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),1020,1020,0,"July numeric_drift_open via BUG-FUNC-027; stream status open; conflict: July map said divergent, stock take says consistent; stock take wins; characterized-candidate",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-027;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.TANH,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),11,8,,July numeric_drift_open via BUG-FUNC-027; stream status open; honest 8/11,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-027;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.TBILLEQ,divergent,numeric,2026-09-25,20430,2400,2399,71,"W111 G8-01/02/03 fixes, two fresh corpora (seeds 20260924, 20260925): 2399/2400 on build 20430, misses {'numeric': 1}; was divergent/gross; earlier: W111-5 fresh corpus 2026-09-24 on build 20430 (smart-fuzzer/tools/w111/gen_w111_5_batches.py seed 20260924): 833/1200, misses {'gross': 367}; was unverified; earlier: July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off; conflict: July map said consistent, stock take says unverified; stock take wins; W111-5",,,docs/function-lane/evidence/w111-g8-dollar-tbill-20260925/misses.json;docs/function-lane/evidence/w111-5-20260924/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.TBILLPRICE,consistent,,2026-09-25,20430,2400,2400,0,"W111 G8-01/02/03 fixes, two fresh corpora (seeds 20260924, 20260925): 2400/2400 on build 20430, all rows agree; was divergent/structural; earlier: W111-5 fresh corpus 2026-09-24 on build 20430 (smart-fuzzer/tools/w111/gen_w111_5_batches.py seed 20260924): 1186/1200, misses {'structural': 14}; was unverified; earlier: July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off; conflict: July map said consistent, stock take says unverified; stock take wins; W111-5",,,docs/function-lane/evidence/w111-g8-dollar-tbill-20260925/misses.json;docs/function-lane/evidence/w111-5-20260924/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.TBILLYIELD,divergent,last_bit,2026-09-25,20430,2400,2399,2,"W111 G8-01/02/03 fixes, two fresh corpora (seeds 20260924, 20260925): 2399/2400 on build 20430, misses {'last_bit': 1}; was consistent; earlier: July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off; fitted matrix, not held-out",,,docs/function-lane/evidence/w111-g8-dollar-tbill-20260925/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.TDIST,divergent,unmeasured,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,,July numeric_drift_open via BUG-FUNC-021; stream status open; catalog G3-01: legacy distribution family; bodies on ERFC / bgrat / private PMF walls,,wall:bgrat,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G3-01;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.TEXT,unverified,,,,,,,"July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off; conflict: July map said consistent, stock take says unverified; stock take wins; Cat-1 locale seam; July runs returned #VALUE! at the seam (TEXT 0/78); judge under a pinned locale (W111-11)",,harness:locale,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.TEXTAFTER,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TEXTBEFORE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TEXTJOIN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TEXTSPLIT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TIME,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TIMEVALUE,unverified,,,,,,,"July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off; conflict: July map said consistent, stock take says unverified; stock take wins; Cat-1 locale seam; July runs returned #VALUE! at the seam (TEXT 0/78); judge under a pinned locale (W111-11)",,harness:locale,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.TINV,divergent,unmeasured,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,,July numeric_drift_open via BUG-FUNC-021; stream status open; catalog G3-01: legacy distribution family; bodies on ERFC / bgrat / private PMF walls,,wall:bgrat,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G3-01;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.TOCOL,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TODAY,unverified,,,,,,,July excluded: volatile clock (TimeDependent),,harness:random,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#excluded
FUNC.TOROW,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TRANSLATE,unverified,,,,,,,July deferred; in scope unless CUBE*/WEBSERVICE/STOCKHISTORY,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#deferred
FUNC.TRANSPOSE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TREND,divergent,unmeasured,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6); catalog G3-03: coefficient graph open; FORECAST closed out of this row",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G3-03
FUNC.TRIM,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TRIMMEAN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TRIMRANGE,divergent,unmeasured,2026-05-28,pre-20430 (20026..20326; per-row build in evidence),,,,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open
FUNC.TRUE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TRUNC,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TTEST,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.TYPE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.UNICHAR,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.UNICODE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.UNIQUE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.UPPER,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.VALUE,unverified,,,,,,,"July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off; conflict: July map said consistent, stock take says unverified; stock take wins; Cat-1 locale seam; July runs returned #VALUE! at the seam (TEXT 0/78); judge under a pinned locale (W111-11)",,harness:locale,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.VALUETOTEXT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.VAR,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.VAR.P,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.VAR.S,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.VARA,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.VARP,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.VARPA,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.VDB,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.VLOOKUP,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.VSTACK,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.WEEKDAY,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.WEEKNUM,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
